no,code,name,district
462,4099,Xã Phiêng Khoài,Tỉnh Sơn La
463,4246,Xã Mường Lạn,Tỉnh Sơn La
464,4240,Xã Mường Lèo,Tỉnh Sơn La
,,TỈNH LÀO CAI,Tỉnh Lào Cai
465,4465,Xã Khao Mang,Tỉnh Lào Cai
466,4456,Xã Mù Cang Chải,Tỉnh Lào Cai
467,4492,Xã Púng Luông,Tỉnh Lào Cai
468,4630,Xã Tú Lệ,Tỉnh Lào Cai
469,4591,Xã Trạm Tấu,Tỉnh Lào Cai
470,4585,Xã Hạnh Phúc,Tỉnh Lào Cai
471,4609,Xã Phình Hồ,Tỉnh Lào Cai
472,4288,Phường Nghĩa Lộ,Tỉnh Lào Cai
473,4663,Phường Trung Tâm,Tỉnh Lào Cai
474,4678,Phường Cầu Thia,Tỉnh Lào Cai
475,4660,Xã Liên Sơn,Tỉnh Lào Cai
476,4636,Xã Gia Hội,Tỉnh Lào Cai
477,4651,Xã Sơn Lương,Tỉnh Lào Cai
478,4705,Xã Thượng Bằng La,Tỉnh Lào Cai
479,4699,Xã Chấn Thịnh,Tỉnh Lào Cai
480,4711,Xã Nghĩa Tâm,Tỉnh Lào Cai
481,4672,Xã Văn Chấn,Tỉnh Lào Cai
482,4402,Xã Phong Dụ Hạ,Tỉnh Lào Cai
483,4387,Xã Châu Quế,Tỉnh Lào Cai
484,4381,Xã Lâm Giang,Tỉnh Lào Cai
485,4399,Xã Đông Cuông,Tỉnh Lào Cai
486,4429,Xã Tân Hợp,Tỉnh Lào Cai
487,4375,Xã Mậu A,Tỉnh Lào Cai
488,4441,Xã Xuân Ái,Tỉnh Lào Cai
489,4450,Xã Mỏ Vàng,Tỉnh Lào Cai
490,4318,Xã Lâm Thượng,Tỉnh Lào Cai
491,4303,Xã Lục Yên,Tỉnh Lào Cai
492,4336,Xã Tân Lĩnh,Tỉnh Lào Cai
493,4333,Xã Khánh Hòa,Tỉnh Lào Cai
494,4363,Xã Phúc Lợi,Tỉnh Lào Cai
495,4345,Xã Mường Lai,Tỉnh Lào Cai
496,4726,Xã Cảm Nhân,Tỉnh Lào Cai
497,4744,Xã Yên Thành,Tỉnh Lào Cai
498,4717,Xã Thác Bà,Tỉnh Lào Cai
499,4714,Xã Yên Bình,Tỉnh Lào Cai
500,4750,Xã Bảo Ái,Tỉnh Lào Cai
501,4279,Phường Văn Phú,Tỉnh Lào Cai
502,4252,Phường Yên Bái,Tỉnh Lào Cai
503,4273,Phường Nam Cường,Tỉnh Lào Cai
504,4543,Phường Âu Lâu,Tỉnh Lào Cai
505,4498,Xã Trấn Yên,Tỉnh Lào Cai
506,4576,Xã Hưng Khánh,Tỉnh Lào Cai
507,4537,Xã Lương Thịnh,Tỉnh Lào Cai
508,4564,Xã Việt Hồng,Tỉnh Lào Cai
509,4531,Xã Quy Mông,Tỉnh Lào Cai
510,2902,Xã Phong Hải,Tỉnh Lào Cai
511,2926,Xã Xuân Quang,Tỉnh Lào Cai
512,2905,Xã Bảo Thắng,Tỉnh Lào Cai
513,2908,Xã Tằng Loỏng,Tỉnh Lào Cai
514,2923,Xã Gia Phú,Tỉnh Lào Cai
515,2746,Xã Cốc San,Tỉnh Lào Cai
516,2680,Xã Hợp Thành,Tỉnh Lào Cai
517,2674,Phường Cam Đường,Tỉnh Lào Cai
518,2647,Phường Lào Cai,Tỉnh Lào Cai
519,2728,Xã Mường Hum,Tỉnh Lào Cai
520,2707,Xã Dền Sáng,Tỉnh Lào Cai
521,2701,Xã Y Tý,Tỉnh Lào Cai
522,2686,Xã A Mú Sung,Tỉnh Lào Cai
523,2695,Xã Trịnh Tường,Tỉnh Lào Cai
524,2725,Xã Bản Xèo,Tỉnh Lào Cai
525,2683,Xã Bát Xát,Tỉnh Lào Cai
526,2953,Xã Nghĩa Đô,Tỉnh Lào Cai
527,2968,Xã Thượng Hà,Tỉnh Lào Cai
528,2947,Xã Bảo Yên,Tỉnh Lào Cai
529,2962,Xã Xuân Hòa,Tỉnh Lào Cai
530,2998,Xã Phúc Khánh,Tỉnh Lào Cai
531,2989,Xã Bảo Hà,Tỉnh Lào Cai
532,3061,Xã Võ Lao,Tỉnh Lào Cai
533,3103,Xã Khánh Yên,Tỉnh Lào Cai
534,3082,Xã Văn Bàn,Tỉnh Lào Cai
535,3106,Xã Dương Quỳ,Tỉnh Lào Cai
536,3091,Xã Chiềng Ken,Tỉnh Lào Cai
537,3121,Xã Minh Lương,Tỉnh Lào Cai
538,3076,Xã Nậm Chày,Tỉnh Lào Cai
539,3043,Xã Mường Bo,Tỉnh Lào Cai
540,3046,Xã Bản Hồ,Tỉnh Lào Cai
541,3013,Xã Tả Phìn,Tỉnh Lào Cai
542,3037,Xã Tả Van,Tỉnh Lào Cai
543,3006,Phường Sa Pa,Tỉnh Lào Cai
544,2896,Xã Cốc Lầu,Tỉnh Lào Cai
545,2890,Xã Bảo Nhai,Tỉnh Lào Cai
546,2869,Xã Bản Liền,Tỉnh Lào Cai
547,2839,Xã Bắc Hà,Tỉnh Lào Cai
548,2842,Xã Tả Củ Tỷ,Tỉnh Lào Cai
549,2848,Xã Lùng Phình,Tỉnh Lào Cai
550,2752,Xã Pha Long,Tỉnh Lào Cai
551,2761,Xã Mường Khương,Tỉnh Lào Cai
552,2788,Xã Bản Lầu,Tỉnh Lào Cai
553,2791,Xã Cao Sơn,Tỉnh Lào Cai
554,2809,Xã Si Ma Cai,Tỉnh Lào Cai
555,2824,Xã Sín Chéng,Tỉnh Lào Cai
556,4474,Xã Lao Chải,Tỉnh Lào Cai
557,4489,Xã Chế Tạo,Tỉnh Lào Cai
558,4462,Xã Nậm Có,Tỉnh Lào Cai
559,4603,Xã Tà Xi Láng,Tỉnh Lào Cai
560,4423,Xã Phong Dụ Thượng,Tỉnh Lào Cai
561,4693,Xã Cát Thịnh,Tỉnh Lào Cai
562,3085,Xã Nậm Xé,Tỉnh Lào Cai
563,3004,Xã Ngũ Chỉ Sơn,Tỉnh Lào Cai
,,TỈNH THÁI NGUYÊN,Tỉnh Thái Nguyên
564,5443,Phường Phan Đình Phùng,Tỉnh Thái Nguyên
565,5710,Phường Linh Sơn,Tỉnh Thái Nguyên
566,5500,Phường Tích Lương,Tỉnh Thái Nguyên
567,5467,Phường Gia Sàng,Tỉnh Thái Nguyên
568,5455,Phường Quyết Thắng,Tỉnh Thái Nguyên
569,5482,Phường Quan Triều,Tỉnh Thái Nguyên
570,5503,Xã Tân Cương,Tỉnh Thái Nguyên
571,5488,Xã Đại Phúc,Tỉnh Thái Nguyên
572,5830,Xã Đại Từ,Tỉnh Thái Nguyên
573,5776,Xã Đức Lương,Tỉnh Thái Nguyên
574,5800,Xã Phú Thịnh,Tỉnh Thái Nguyên
575,5818,Xã La Bằng,Tỉnh Thái Nguyên
576,5794,Xã Phú Lạc,Tỉnh Thái Nguyên
577,5809,Xã An Khánh,Tỉnh Thái Nguyên
578,5851,Xã Quân Chu,Tỉnh Thái Nguyên
579,5845,Xã Vạn Phú,Tỉnh Thái Nguyên
580,5773,Xã Phú Xuyên,Tỉnh Thái Nguyên
581,5860,Phường Phổ Yên,Tỉnh Thái Nguyên
582,5890,Phường Vạn Xuân,Tỉnh Thái Nguyên
583,5899,Phường Trung Thành,Tỉnh Thái Nguyên
584,5857,Phường Phúc Thuận,Tỉnh Thái Nguyên
585,5881,Xã Thành Công,Tỉnh Thái Nguyên
586,5908,Xã Phú Bình,Tỉnh Thái Nguyên
587,5923,Xã Tân Thành,Tỉnh Thái Nguyên
588,5941,Xã Điềm Thụy,Tỉnh Thái Nguyên
589,5953,Xã Kha Sơn,Tỉnh Thái Nguyên
590,5917,Xã Tân Khánh,Tỉnh Thái Nguyên
591,5692,Xã Đồng Hỷ,Tỉnh Thái Nguyên
592,5674,Xã Quang Sơn,Tỉnh Thái Nguyên
593,5662,Xã Trại Cau,Tỉnh Thái Nguyên
594,5707,Xã Nam Hòa,Tỉnh Thái Nguyên
595,5680,Xã Văn Hán,Tỉnh Thái Nguyên
596,5665,Xã Văn Lăng,Tỉnh Thái Nguyên
597,5518,Phường Sông Công,Tỉnh Thái Nguyên
598,5533,Phường Bá Xuyên,Tỉnh Thái Nguyên
599,5528,Phường Bách Quang,Tỉnh Thái Nguyên
600,5611,Xã Phú Lương,Tỉnh Thái Nguyên
601,5641,Xã Vô Tranh,Tỉnh Thái Nguyên
602,5620,Xã Yên Trạch,Tỉnh Thái Nguyên
603,5632,Xã Hợp Thành,Tỉnh Thái Nguyên
604,5569,Xã Định Hóa,Tỉnh Thái Nguyên
605,5587,Xã Bình Yên,Tỉnh Thái Nguyên
606,5581,Xã Trung Hội,Tỉnh Thái Nguyên
607,5563,Xã Phượng Tiến,Tỉnh Thái Nguyên
608,5602,Xã Phú Đình,Tỉnh Thái Nguyên
609,5605,Xã Bình Thành,Tỉnh Thái Nguyên
610,5551,Xã Kim Phượng,Tỉnh Thái Nguyên
611,5542,Xã Lam Vỹ,Tỉnh Thái Nguyên
612,5716,Xã Võ Nhai,Tỉnh Thái Nguyên
613,5755,Xã Dân Tiến,Tỉnh Thái Nguyên
614,5722,Xã Nghinh Tường,Tỉnh Thái Nguyên
615,5725,Xã Thần Sa,Tỉnh Thái Nguyên
616,5740,Xã La Hiên,Tỉnh Thái Nguyên
617,5746,Xã Tràng Xá,Tỉnh Thái Nguyên
618,1864,Xã Bằng Thành,Tỉnh Thái Nguyên
619,1882,Xã Nghiên Loan,Tỉnh Thái Nguyên
620,1879,Xã Cao Minh,Tỉnh Thái Nguyên
621,1906,Xã Ba Bể,Tỉnh Thái Nguyên
622,1912,Xã Chợ Rã,Tỉnh Thái Nguyên
623,1894,Xã Phúc Lộc,Tỉnh Thái Nguyên
624,1921,Xã Thượng Minh,Tỉnh Thái Nguyên
625,1933,Xã Đồng Phúc,Tỉnh Thái Nguyên
626,2116,Xã Yên Bình,Tỉnh Thái Nguyên
627,1942,Xã Bằng Vân,Tỉnh Thái Nguyên
628,1954,Xã Ngân Sơn,Tỉnh Thái Nguyên
629,1936,Xã Nà Phặc,Tỉnh Thái Nguyên
630,1960,Xã Hiệp Lực,Tỉnh Thái Nguyên
631,2026,Xã Nam Cường,Tỉnh Thái Nguyên
632,2038,Xã Quảng Bạch,Tỉnh Thái Nguyên
633,2044,Xã Yên Thịnh,Tỉnh Thái Nguyên
634,2020,Xã Chợ Đồn,Tỉnh Thái Nguyên
635,2083,Xã Yên Phong,Tỉnh Thái Nguyên
636,2071,Xã Nghĩa Tá,Tỉnh Thái Nguyên
637,1969,Xã Phủ Thông,Tỉnh Thái Nguyên
638,2008,Xã Cẩm Giàng,Tỉnh Thái Nguyên
639,1981,Xã Vĩnh Thông,Tỉnh Thái Nguyên
640,2014,Xã Bạch Thông,Tỉnh Thái Nguyên
641,1849,Xã Phong Quang,Tỉnh Thái Nguyên
642,1840,Phường Đức Xuân,Tỉnh Thái Nguyên
643,1843,Phường Bắc Kạn,Tỉnh Thái Nguyên
644,2143,Xã Văn Lang,Tỉnh Thái Nguyên
645,2152,Xã Cường Lợi,Tỉnh Thái Nguyên
646,2155,Xã Na Rì,Tỉnh Thái Nguyên
647,2176,Xã Trần Phú,Tỉnh Thái Nguyên
648,2185,Xã Côn Minh,Tỉnh Thái Nguyên
649,2191,Xã Xuân Dương,Tỉnh Thái Nguyên
650,2104,Xã Tân Kỳ,Tỉnh Thái Nguyên
651,2101,Xã Thanh Mai,Tỉnh Thái Nguyên
652,2107,Xã Thanh Thịnh,Tỉnh Thái Nguyên
653,2086,Xã Chợ Mới,Tỉnh Thái Nguyên
654,5719,Xã Sảng Mộc,Tỉnh Thái Nguyên
655,1957,Xã Thượng Quan,Tỉnh Thái Nguyên
,,TỈNH LẠNG SƠN,Tỉnh Lạng Sơn
656,6040,Xã Thất Khê,Tỉnh Lạng Sơn
657,6001,Xã Đoàn Kết,Tỉnh Lạng Sơn
658,6019,Xã Tân Tiến,Tỉnh Lạng Sơn
659,6046,Xã Tràng Định,Tỉnh Lạng Sơn
660,6016,Xã Quốc Khánh,Tỉnh Lạng Sơn
661,6037,Xã Kháng Chiến,Tỉnh Lạng Sơn
662,6058,Xã Quốc Việt,Tỉnh Lạng Sơn
663,6112,Xã Bình Gia,Tỉnh Lạng Sơn
664,6115,Dell: NQ số 1246/NQ-UBTVQH15 ngày 24/10/2024 Xã Tân Văn,Tỉnh Lạng Sơn
665,6079,Xã Hồng Phong,Tỉnh Lạng Sơn
666,6073,Xã Hoa Thám,Tỉnh Lạng Sơn
667,6076,Xã Quý Hòa,Tỉnh Lạng Sơn
668,6085,Xã Thiện Hòa,Tỉnh Lạng Sơn
669,6091,BNV-01: NQ 818/NQ-UBTVQH ngày 21/11/2019 Xã Thiện Thuật,Tỉnh Lạng Sơn
670,6103,Xã Thiện Long,Tỉnh Lạng Sơn
671,6325,Dell: NQ số 1246/NQ-UBTVQH15 ngày 24/10/2024 Xã Bắc Sơn,Tỉnh Lạng Sơn
672,6349,Xã Hưng Vũ,Tỉnh Lạng Sơn
673,6367,Xã Vũ Lăng,Tỉnh Lạng Sơn
674,6376,Xã Nhất Hòa,Tỉnh Lạng Sơn
675,6364,Dell: NQ số 1246/NQ-UBTVQH15 ngày 24/10/2024 Xã Vũ Lễ,Tỉnh Lạng Sơn
676,6337,BNV-01: NQ 818/NQ-UBTVQH ngày 21/11/2019 Xã Tân Tri,Tỉnh Lạng Sơn
677,6253,Xã Văn Quan,Tỉnh Lạng Sơn
678,6280,Xã Điềm He,Tỉnh Lạng Sơn
679,6313,Xã Tri Lễ,Tỉnh Lạng Sơn
680,6298,Xã Yên Phúc,Tỉnh Lạng Sơn
681,6316,Xã Tân Đoàn,Tỉnh Lạng Sơn
682,6286,Xã Khánh Khê,Tỉnh Lạng Sơn
683,6214,Xã Na Sầm,Tỉnh Lạng Sơn
684,6154,BNV-01: NQ 818/NQ-UBTVQH ngày 21/11/2019 Xã Văn Lãng,Tỉnh Lạng Sơn
685,6151,Xã Hội Hoan,Tỉnh Lạng Sơn
686,6148,Xã Thụy Hùng,Tỉnh Lạng Sơn
687,6172,Xã Tân Thanh,Tỉnh Lạng Sơn
688,6529,Xã Lộc Bình,Tỉnh Lạng Sơn
689,6541,Xã Mẫu Sơn,Tỉnh Lạng Sơn
690,6526,Xã Na Dương,Tỉnh Lạng Sơn
691,6601,Xã Lợi Bác,Tỉnh Lạng Sơn
692,6577,Xã Thống Nhất,Tỉnh Lạng Sơn
693,6607,Xã Xuân Dương,Tỉnh Lạng Sơn
694,6565,Xã Khuất Xá,Tỉnh Lạng Sơn
695,6613,Xã Đình Lập,Tỉnh Lạng Sơn
696,6637,Xã Châu Sơn,Tỉnh Lạng Sơn
697,6625,Xã Kiên Mộc,Tỉnh Lạng Sơn
698,6616,Xã Thái Bình,Tỉnh Lạng Sơn
699,6385,Xã Hữu Lũng,Tỉnh Lạng Sơn
700,6457,Xã Tuấn Sơn,Tỉnh Lạng Sơn
701,6445,Xã Tân Thành,Tỉnh Lạng Sơn
702,6415,Xã Vân Nham,Tỉnh Lạng Sơn
703,6421,BNV-01: NQ 818/NQ-UBTVQH ngày 21/11/2019 Xã Thiện Tân,Tỉnh Lạng Sơn
704,6391,BNV-01: NQ 818/NQ-UBTVQH ngày 21/11/2019 Xã Yên Bình,Tỉnh Lạng Sơn
705,6400,Xã Hữu Liên,Tỉnh Lạng Sơn
706,6427,BNV-01: NQ 818/NQ-UBTVQH ngày 21/11/2019 Xã Cai Kinh,Tỉnh Lạng Sơn
707,6463,Xã Chi Lăng,Tỉnh Lạng Sơn
708,6496,Xã Nhân Lý,Tỉnh Lạng Sơn
709,6481,BNV-01: NQ 818/NQ-UBTVQH ngày 21/11/2019 Xã Chiến Thắng,Tỉnh Lạng Sơn
710,6517,BNV-01: NQ 818/NQ-UBTVQH ngày 21/11/2019 Xã Quan Sơn,Tỉnh Lạng Sơn
711,6475,Xã Bằng Mạc,Tỉnh Lạng Sơn
712,6505,Xã Vạn Linh,Tỉnh Lạng Sơn
713,6184,Xã Đồng Đăng,Tỉnh Lạng Sơn
714,6193,Xã Cao Lộc,Tỉnh Lạng Sơn
715,6220,Xã Công Sơn,Tỉnh Lạng Sơn
716,6202,Xã Ba Sơn,Tỉnh Lạng Sơn
717,5986,Phường Tam Thanh,Tỉnh Lạng Sơn
718,5983,Phường Lương Văn Tri,Tỉnh Lạng Sơn
719,6187,Phường Hoàng Văn Thụ,Tỉnh Lạng Sơn
720,5977,Phường Đông Kinh,Tỉnh Lạng Sơn
,,TỈNH QUẢNG NINH,Tỉnh Quảng Ninh
721,7090,Phường An Sinh,Tỉnh Quảng Ninh
722,7093,Phường Đông Triều,Tỉnh Quảng Ninh
723,7081,Phường Bình Khê,Tỉnh Quảng Ninh
724,7069,Phường Mạo Khê,Tỉnh Quảng Ninh
725,7114,Phường Hoàng Quế,Tỉnh Quảng Ninh
726,6832,Phường Yên Tử,Tỉnh Quảng Ninh
727,6820,Phường Vàng Danh,Tỉnh Quảng Ninh
728,6811,Phường Uông Bí,Tỉnh Quảng Ninh
729,7135,Phường Đông Mai,Tỉnh Quảng Ninh
730,7147,Phường Hiệp Hòa,Tỉnh Quảng Ninh
731,7132,Phường Quảng Yên,Tỉnh Quảng Ninh
732,7168,Phường Hà An,Tỉnh Quảng Ninh
733,7183,Phường Phong Cốc,Tỉnh Quảng Ninh
734,7180,Phường Liên Hòa,Tỉnh Quảng Ninh
735,6706,Phường Tuần Châu,Tỉnh Quảng Ninh
736,6661,Phường Việt Hưng,Tỉnh Quảng Ninh
737,6673,Phường Bãi Cháy,Tỉnh Quảng Ninh
738,6652,Phường Hà Tu,Tỉnh Quảng Ninh
739,6676,Phường Hà Lầm,Tỉnh Quảng Ninh
740,6658,Phường Cao Xanh,Tỉnh Quảng Ninh
741,6685,Phường Hồng Gai,Tỉnh Quảng Ninh
742,6688,Phường Hạ Long,Tỉnh Quảng Ninh
743,7030,Phường Hoành Bồ,Tỉnh Quảng Ninh
744,7054,Xã Quảng La,Tỉnh Quảng Ninh
745,7060,Xã Thống Nhất,Tỉnh Quảng Ninh
746,6760,Phường Mông Dương,Tỉnh Quảng Ninh
747,6778,Phường Quang Hanh,Tỉnh Quảng Ninh
748,6793,Phường Cẩm Phả,Tỉnh Quảng Ninh
749,6781,Phường Cửa Ông,Tỉnh Quảng Ninh
750,6799,Xã Hải Hòa,Tỉnh Quảng Ninh
751,6862,Xã Tiên Yên,Tỉnh Quảng Ninh
752,6874,Xã Điền Xá,Tỉnh Quảng Ninh
753,6877,Xã Đông Ngũ,Tỉnh Quảng Ninh
754,6886,Xã Hải Lạng,Tỉnh Quảng Ninh
755,6985,Xã Lương Minh,Tỉnh Quảng Ninh
756,6979,Xã Kỳ Thượng,Tỉnh Quảng Ninh
757,6970,Xã Ba Chẽ,Tỉnh Quảng Ninh
758,6913,Xã Quảng Tân,Tỉnh Quảng Ninh
759,6895,Xã Đầm Hà,Tỉnh Quảng Ninh
760,6922,Xã Quảng Hà,Tỉnh Quảng Ninh
761,6946,Xã Đường Hoa,Tỉnh Quảng Ninh
762,6931,Xã Quảng Đức,Tỉnh Quảng Ninh
763,6841,Xã Hoành Mô,Tỉnh Quảng Ninh
764,6856,Xã Lục Hồn,Tỉnh Quảng Ninh
765,6838,Xã Bình Liêu,Tỉnh Quảng Ninh
766,6724,Xã Hải Sơn,Tỉnh Quảng Ninh
767,6733,Xã Hải Ninh,Tỉnh Quảng Ninh
768,6757,Xã Vĩnh Thực,Tỉnh Quảng Ninh
769,6712,Phường Móng Cái 1,Tỉnh Quảng Ninh
770,6709,Phường Móng Cái 2,Tỉnh Quảng Ninh
771,6736,Phường Móng Cái 3,Tỉnh Quảng Ninh
772,6994,Đặc khu Vân Đồn,Tỉnh Quảng Ninh
773,7192,Đặc khu Cô Tô,Tỉnh Quảng Ninh
774,6967,Xã Cái Chiên,Tỉnh Quảng Ninh
,,TỈNH BẮC NINH,Tỉnh Bắc Ninh
775,7627,Xã Đại Sơn,Tỉnh Bắc Ninh
776,7615,Xã Sơn Động,Tỉnh Bắc Ninh
777,7616,Xã Tây Yên Tử,Tỉnh Bắc Ninh
778,7672,Xã Dương Hưu,Tỉnh Bắc Ninh
779,7642,Xã Yên Định,Tỉnh Bắc Ninh
780,7654,Xã An Lạc,Tỉnh Bắc Ninh
781,7621,Xã Vân Sơn,Tỉnh Bắc Ninh
782,7573,Xã Biển Động,Tỉnh Bắc Ninh
783,7582,Xã Lục Ngạn,Tỉnh Bắc Ninh
784,7594,Xã Đèo Gia,Tỉnh Bắc Ninh
785,7543,Xã Sơn Hải,Tỉnh Bắc Ninh
786,7531,Xã Tân Sơn,Tỉnh Bắc Ninh
787,7537,Xã Biên Sơn,Tỉnh Bắc Ninh
788,7534,Xã Sa Lý,Tỉnh Bắc Ninh
789,7603,Xã Nam Dương,Tỉnh Bắc Ninh
790,7552,Xã Kiên Lao,Tỉnh Bắc Ninh
791,7525,Phường Chũ,Tỉnh Bắc Ninh
792,7612,Phường Phượng Sơn,Tỉnh Bắc Ninh
793,7492,Xã Lục Sơn,Tỉnh Bắc Ninh
794,7489,Xã Trường Sơn,Tỉnh Bắc Ninh
795,7519,Xã Cẩm Lý,Tỉnh Bắc Ninh
796,7450,Xã Đông Phú,Tỉnh Bắc Ninh
797,7486,Xã Nghĩa Phương,Tỉnh Bắc Ninh
798,7444,Xã Lục Nam,Tỉnh Bắc Ninh
799,7498,Xã Bắc Lũng,Tỉnh Bắc Ninh
800,7462,Xã Bảo Đài,Tỉnh Bắc Ninh
801,7375,Xã Lạng Giang,Tỉnh Bắc Ninh
802,7420,Xã Mỹ Thái,Tỉnh Bắc Ninh
803,7399,Xã Kép,Tỉnh Bắc Ninh
804,7432,Xã Tân Dĩnh,Tỉnh Bắc Ninh
805,7381,Xã Tiên Lục,Tỉnh Bắc Ninh
806,7288,Xã Yên Thế,Tỉnh Bắc Ninh
807,7294,Xã Bố Hạ,Tỉnh Bắc Ninh
808,7282,Xã Đồng Kỳ,Tỉnh Bắc Ninh
809,7246,Xã Xuân Lương,Tỉnh Bắc Ninh
810,7264,Xã Tam Tiến,Tỉnh Bắc Ninh
811,7339,Xã Tân Yên,Tỉnh Bắc Ninh
812,7351,Xã Ngọc Thiện,Tỉnh Bắc Ninh
813,7306,Xã Nhã Nam,Tỉnh Bắc Ninh
814,7330,Xã Phúc Hòa,Tỉnh Bắc Ninh
815,7333,Xã Quang Trung,Tỉnh Bắc Ninh
816,7864,Xã Hợp Thịnh,Tỉnh Bắc Ninh
817,7840,Xã Hiệp Hoà,Tỉnh Bắc Ninh
818,7822,Xã Hoàng Vân,Tỉnh Bắc Ninh
819,7870,Xã Xuân Cẩm,Tỉnh Bắc Ninh
820,7774,Phường Tự Lạn,Tỉnh Bắc Ninh
821,7777,Phường Việt Yên,Tỉnh Bắc Ninh
822,7795,Phường Nếnh,Tỉnh Bắc Ninh
823,7798,Phường Vân Hà,Tỉnh Bắc Ninh
824,7735,Xã Đồng Việt,Tỉnh Bắc Ninh
825,7210,Phường Bắc Giang,Tỉnh Bắc Ninh
826,7228,Phường Đa Mai,Tỉnh Bắc Ninh
827,7696,Phường Tiền Phong,Tỉnh Bắc Ninh
828,7682,Phường Tân An,Tỉnh Bắc Ninh
829,7681,Phường Yên Dũng,Tỉnh Bắc Ninh
830,7699,Phường Tân Tiến,Tỉnh Bắc Ninh
831,7738,Phường Cảnh Thụy,Tỉnh Bắc Ninh
832,9187,Phường Kinh Bắc,Tỉnh Bắc Ninh
833,9190,Phường Võ Cường,Tỉnh Bắc Ninh
834,9169,Phường Vũ Ninh,Tỉnh Bắc Ninh
835,9325,Phường Hạp Lĩnh,Tỉnh Bắc Ninh
836,9286,Phường Nam Sơn,Tỉnh Bắc Ninh
837,9367,Phường Từ Sơn,Tỉnh Bắc Ninh
838,9376,Phường Tam Sơn,Tỉnh Bắc Ninh
839,9382,Phường Đồng Nguyên,Tỉnh Bắc Ninh
840,9373,Phường Phù Khê,Tỉnh Bắc Ninh
841,9400,Phường Thuận Thành,Tỉnh Bắc Ninh
842,9409,Phường Mão Điền,Tỉnh Bắc Ninh
843,9430,Phường Trạm Lộ,Tỉnh Bắc Ninh
844,9427,Phường Trí Quả,Tỉnh Bắc Ninh
845,9433,Phường Song Liễu,Tỉnh Bắc Ninh
846,9445,Phường Ninh Xá,Tỉnh Bắc Ninh
847,9247,Phường Quế Võ,Tỉnh Bắc Ninh
848,9265,Phường Phương Liễu,Tỉnh Bắc Ninh
849,9253,Phường Nhân Hòa,Tỉnh Bắc Ninh
850,9301,Phường Đào Viên,Tỉnh Bắc Ninh
851,9295,Phường Bồng Lai,Tỉnh Bắc Ninh
852,9313,Xã Chi Lăng,Tỉnh Bắc Ninh
853,9292,Xã Phù Lãng,Tỉnh Bắc Ninh
854,9193,Xã Yên Phong,Tỉnh Bắc Ninh
855,9238,Xã Văn Môn,Tỉnh Bắc Ninh
856,9202,Xã Tam Giang,Tỉnh Bắc Ninh
857,9205,Xã Yên Trung,Tỉnh Bắc Ninh
858,9208,Xã Tam Đa,Tỉnh Bắc Ninh
859,9319,Xã Tiên Du,Tỉnh Bắc Ninh
860,9334,Xã Liên Bão,Tỉnh Bắc Ninh
861,9343,Xã Tân Chi,Tỉnh Bắc Ninh
862,9340,Xã Đại Đồng,Tỉnh Bắc Ninh
863,9349,Xã Phật Tích,Tỉnh Bắc Ninh
864,9454,Xã Gia Bình,Tỉnh Bắc Ninh
865,9475,Xã Nhân Thắng,Tỉnh Bắc Ninh
866,9469,Xã Đại Lai,Tỉnh Bắc Ninh
867,9466,Xã Cao Đức,Tỉnh Bắc Ninh
868,9487,Xã Đông Cứu,Tỉnh Bắc Ninh
869,9496,Xã Lương Tài,Tỉnh Bắc Ninh
870,9529,Xã Lâm Thao,Tỉnh Bắc Ninh
871,9523,Xã Trung Chính,Tỉnh Bắc Ninh
872,9499,Xã Trung Kênh,Tỉnh Bắc Ninh
873,7663,Xã Tuấn Đạo,Tỉnh Bắc Ninh
,,TỈNH PHÚ THỌ,Tỉnh Phú Thọ
874,7900,Phường Việt Trì,Tỉnh Phú Thọ
875,7894,Phường Nông Trang,Tỉnh Phú Thọ
876,7909,Phường Thanh Miếu,Tỉnh Phú Thọ
877,7918,Phường Vân Phú,Tỉnh Phú Thọ
878,8515,Xã Hy Cương,Tỉnh Phú Thọ
879,8494,Xã Lâm Thao,Tỉnh Phú Thọ
880,8497,Xã Xuân Lũng,Tỉnh Phú Thọ
881,8521,Xã Phùng Nguyên,Tỉnh Phú Thọ
882,8527,Xã Bản Nguyên,Tỉnh Phú Thọ
883,7954,Phường Phong Châu,Tỉnh Phú Thọ
884,7942,Phường Phú Thọ,Tỉnh Phú Thọ
885,7948,Phường Âu Cơ,Tỉnh Phú Thọ
886,8230,Xã Phù Ninh,Tỉnh Phú Thọ
887,8254,Xã Dân Chủ,Tỉnh Phú Thọ
888,8236,Xã Phú Mỹ,Tỉnh Phú Thọ
889,8245,Xã Trạm Thản,Tỉnh Phú Thọ
890,8275,Xã Bình Phú,Tỉnh Phú Thọ
891,8152,Xã Thanh Ba,Tỉnh Phú Thọ
892,8161,Xã Quảng Yên,Tỉnh Phú Thọ
893,8203,Xã Hoàng Cương,Tỉnh Phú Thọ
894,8209,Xã Đông Thành,Tỉnh Phú Thọ
895,8215,Xã Chí Tiên,Tỉnh Phú Thọ
896,8227,Xã Liên Minh,Tỉnh Phú Thọ
897,7969,Xã Đoan Hùng,Tỉnh Phú Thọ
898,8023,Xã Tây Cốc,Tỉnh Phú Thọ
899,8035,Xã Chân Mộng,Tỉnh Phú Thọ
900,7999,Xã Chí Đám,Tỉnh Phú Thọ
901,7996,Xã Bằng Luân,Tỉnh Phú Thọ
